10M
34610.389000
33876.249000
34939.269000
34861.889000
34248.549000
34947.669000
34153.749000
34528.559000
33984.299000
34034.729000
34614.229000
34630.109000
34609.809000
34743.539000
35432.509000
34420.379000
34299.119000
34521.839000
34509.239000
34673.280000
34774.259000
34265.699000
33988.369000
34534.589000
34582.759000
34067.099000
34454.549000
34203.949000
33701.018000
34586.569000
35898.970000
35202.899000
34594.249000
34371.469000
34339.689000
34221.479000
34120.499000
33980.269000
34077.769000
34025.259000
33950.539000
33928.078000
33970.929000
34030.969000
34051.339000
34173.129000
33946.349000
33984.469000
33960.629000
34047.579000
33927.899000
34013.519000
33939.839000
34019.869000
33472.149000
34008.749000
33412.369000
34022.829000
33465.898000
33977.369000
33559.389000
33945.269000
33520.829000
34044.389000
33521.669000
34104.419000
33538.899000
33992.848000
33596.839000
34013.889000
33511.829000
33945.529000
33591.919000
34151.699000
33753.529000
33873.099000
33514.469000
33960.408000
33524.288000
34372.229000
33685.449000
34642.099000
34315.179000
34676.399000
34519.959000
34495.009000
34244.809000
34105.889000
34443.539000
34673.390000
34364.459000
34276.999000
34236.159000
34039.369000
34533.749000
34262.529000
34281.849000
34301.469000
34120.189000
34325.169000

