10M
25910.367000
25323.146000
25327.627000
25132.607000
25108.086000
25550.477000
25822.577000
25590.837000
25407.147000
25243.216000
25276.127000
25279.407000
25115.716000
25101.967000
25132.626000
25613.657000
25023.547000
24996.596000
24960.007000
25517.337000
25971.547000
26553.847000
26303.197000
26862.777000
25778.006000
25527.077000
25169.136000
25474.417000
25398.167000
25775.917000
25790.577000
26417.917000
25737.837000
25669.467000
26119.667000
25428.857000
25493.737000
26818.627000
25961.387000
25517.387000
26166.867000
26393.397000
25358.177000
27105.127000
25677.697000
25232.266000
25088.507000
25086.107000
24883.476000
24930.087000
25038.456000
24979.037000
24945.726000
26094.267000
24904.597000
24876.767000
24954.147000
24923.016000
24810.827000
24980.526000
24876.837000
24948.586000
24930.287000
24950.996000
24987.087000
24929.136000
25123.297000
24986.106000
24977.307000
24851.286000
24938.077000
26024.667000
25305.076000
25307.306000
25653.957000
25531.467000
25150.347000
25265.236000
24926.237000
25014.267000
24953.727000
25168.767000
24980.486000
24987.777000
24954.216000
24972.707000
25000.626000
24993.627000
25726.867000
25008.776000
25109.787000
25060.957000
25033.746000
25032.367000
25026.766000
25068.537000
25285.257000
25096.256000
25171.027000
25093.326000

