10M
8406.812000
7469.562000
7382.932000
7452.622000
7430.882000
7384.962000
7391.862000
7396.942000
7411.722000
7355.762000
7362.961000
7431.561000
7298.542000
7401.342000
7313.962000
7333.472000
7323.652000
7357.402000
7319.842000
7528.042000
7323.922000
7291.312000
7418.022000
7317.472000
7286.442000
7353.982000
7333.392000
7346.412000
7380.012000
7356.061000
7364.922000
7335.532000
7355.642000
7321.472000
7297.832000
7290.312000
7315.132000
7363.452000
7376.722000
7439.052000
7350.202000
7323.422000
7305.572000
7341.122000
7372.792000
7350.522000
7395.152000
7473.442000
7311.601000
7447.202000
7336.282000
7322.952000
7332.232000
7347.932000
7352.972000
7370.512000
7435.292000
7398.372000
7384.911000
7368.622000
7398.012000
7405.042000
7358.122000
7382.572000
7335.672000
7355.822000
7400.642000
7436.462000
7407.152000
7985.082000
7318.322000
7349.461000
7310.302000
7948.962000
7475.491000
7323.452000
7408.422000
7394.772000
7350.972000
7367.222000
7416.692000
7380.702000
7373.662000
7318.082000
7366.602000
7344.161000
7273.782000
7344.332000
7305.122000
7294.242000
7352.022000
7294.322000
7323.142000
7298.321000
7323.092000
7345.272000
7358.742000
7310.012000
7306.652000
7327.042000

