10M
13538.304000
12819.753000
12645.953000
12700.134000
12626.683000
13662.204000
12863.043000
12761.064000
12652.423000
12773.753000
12633.694000
12682.593000
12681.013000
12701.754000
12702.963000
12688.553000
12655.684000
12727.623000
12682.833000
12739.514000
12749.923000
12717.123000
12697.294000
12731.603000
12722.363000
12718.754000
12976.803000
12746.963000
13621.643000
13147.274000
13005.053000
12944.254000
12774.853000
12784.203000
12760.534000
12829.693000
12732.514000
12852.023000
12791.013000
12734.014000
12797.203000
12636.323000
12736.484000
12743.223000
12671.983000
12738.444000
12703.523000
12725.173000
12690.504000
12695.803000
12696.793000
12706.874000
12746.293000
12766.973000
12809.644000
12793.373000
12637.503000
12614.144000
12610.023000
12780.143000
12730.984000
12669.363000
12710.803000
12754.364000
12661.633000
12648.043000
12661.674000
12661.703000
12678.933000
12646.974000
12723.093000
12756.863000
12645.104000
12780.343000
12616.173000
12620.413000
12617.024000
12606.263000
12635.173000
12669.954000
12645.713000
12612.373000
12679.003000
12659.924000
12726.233000
12629.713000
12617.124000
12635.103000
12655.273000
12704.804000
12758.553000
12741.783000
12665.943000
12656.404000
12635.743000
12610.583000
12609.234000
12600.563000
12646.853000
12682.124000

