10M
20258.375000
19627.735000
19467.255000
19433.995000
19448.506000
19706.815000
19505.575000
19465.425000
19466.525000
19436.425000
19449.645000
19538.955000
20311.926000
20097.285000
22407.926000
24876.696000
20738.935000
20059.855000
20133.815000
19994.765000
20621.816000
19904.425000
19895.816000
19943.115000
20577.386000
20404.285000
19841.235000
19839.165000
19906.055000
19809.435000
19843.675000
19851.556000
20005.285000
19973.125000
19768.486000
19771.535000
19923.505000
19903.525000
19786.606000
19733.945000
19810.485000
19822.875000
19727.726000
19761.155000
19846.025000
19779.605000
19796.256000
19784.355000
19676.845000
19697.135000
19775.195000
20777.165000
20942.756000
20001.095000
19878.655000
19909.816000
20078.785000
19874.175000
20372.755000
19784.145000
19655.815000
19728.346000
19857.185000
19845.605000
19840.725000
19863.016000
19814.525000
19953.065000
19859.106000
20226.195000
19936.715000
19667.666000
19602.375000
19563.445000
19536.205000
19524.025000
19579.365000
19462.305000
19431.455000
19458.265000
19441.806000
19548.335000
19542.175000
19456.535000
19454.975000
19568.105000
19534.075000
19456.325000
19512.386000
19463.756000
19471.315000
19532.475000
19418.505000
19463.645000
19480.295000
19479.675000
19447.645000
19483.425000
19513.836000
19497.565000

