10M
7641.252000
7167.182000
7122.062000
7146.412000
7090.412000
7117.072000
7117.452000
7129.062000
7102.211000
7107.752000
7060.242000
7113.822000
7033.582000
7100.032000
7121.132000
7131.642000
7137.652000
7197.231000
7107.292000
7069.942000
7088.972000
7030.122000
7061.612000
7059.872000
7094.392000
7134.731000
7129.861000
7153.302000
7097.392000
7087.072000
7070.212000
7122.052000
7082.062000
7149.812000
7193.822000
7169.241000
7220.351000
7011.262000
7003.632000
7020.022000
6988.522000
7035.802000
7004.452000
7055.661000
7032.742000
7072.422000
7074.332000
7031.082000
7026.162000
7026.671000
7028.962000
7203.502000
7135.222000
7123.052000
7117.312000
7045.582000
7040.462000
7044.792000
7064.331000
7066.502000
7067.402000
7060.042000
7055.552000
7062.982000
7056.671000
7043.331000
7025.542000
7116.862000
7052.192000
7079.952000
7017.372000
7074.882000
7092.651000
7028.292000
7071.592000
7122.172000
7125.792000
7142.702000
7087.372000
7091.632000
7084.382000
7036.671000
7019.002000
7081.032000
7068.952000
7102.192000
7071.102000
7100.812000
7121.671000
7090.732000
7079.962000
7057.892000
7118.372000
7085.732000
7076.792000
7030.532000
7077.081000
7064.982000
7032.162000
7112.892000

