10M
11896.803000
11434.013000
11330.053000
11397.203000
11377.903000
11311.473000
11321.093000
11362.433000
11364.583000
11337.533000
11321.563000
11350.473000
11298.363000
11402.463000
11321.023000
11351.483000
11306.933000
11302.653000
11685.523000
11310.253000
11433.733000
11404.503000
11371.683000
11351.283000
11345.323000
11393.403000
11367.403000
11355.093000
11349.273000
11453.053000
11322.863000
11365.533000
11333.553000
11302.273000
11341.223000
11375.173000
11927.573000
11735.283000
11603.923000
11344.863000
11488.393000
11350.933000
11565.183000
11325.203000
11325.703000
11347.423000
11358.293000
11260.793000
11277.172000
11250.463000
11301.713000
11280.483000
11267.463000
11283.153000
11295.493000
11325.733000
11305.193000
11280.893000
11259.853000
11316.403000
11288.113000
11278.363000
11322.783000
11316.133000
11246.503000
11275.673000
11316.953000
11298.093000
11320.553000
11294.053000
11284.823000
11279.163000
11248.123000
11387.283000
11312.823000
11280.793000
11286.793000
11280.003000
11271.783000
11393.663000
11399.643000
11426.143000
11308.043000
11366.343000
11291.763000
11275.003000
11291.713000
11302.322000
11311.953000
11308.043000
11297.153000
11342.133000
11312.793000
11305.143000
11332.173000
11446.213000
11378.763000
11284.203000
11302.793000
11298.173000

