10M
61048.726000
61573.666000
60612.916000
60286.886000
60289.666000
60343.336000
60412.245000
60400.755000
60462.646000
60256.126000
60194.676000
60183.436000
60215.236000
61453.846000
60359.006000
60334.286000
60680.166000
60141.775000
60126.206000
60383.866000
60215.726000
60310.746000
60520.826000
61177.986000
60800.116000
60656.866000
60112.626000
59994.976000
60667.076000
61009.716000
60904.016000
60497.776000
60826.876000
60562.836000
61414.536000
61350.446000
60916.686000
61162.336000
61489.127000
61796.676000
60857.446000
61724.297000
61381.286000
60722.756000
60913.786000
61715.136000
60627.226000
61050.646000
60794.646000
60981.736000
61234.906000
60196.186000
60625.236000
60349.626000
60225.726000
60159.976000
60018.165000
60295.936000
60164.086000
60825.936000
60853.966000
60180.206000
60206.196000
60186.256000
60152.605000
60571.545000
61739.066000
61068.256000
60678.336000
62071.127000
62199.756000
60216.826000
60251.376000
60178.216000
59894.636000
60557.256000
61283.866000
61076.976000
60940.286000
61308.846000
61396.716000
61166.106000
60840.136000
60968.156000
61282.656000
60421.145000
60573.666000
61226.286000
60766.526000
60610.866000
61816.206000
61012.266000
61303.756000
60766.236000
60626.896000
60684.196000
60995.876000
61332.436000
60185.366000
60323.806000

